token,url,title,description,category,cat1,cat2,city_id,city_name,district,district_persian,price_total,price_text,price_per_meter_text,area_m2,build_year,rooms,floor,unit_condition,direction,has_elevator,has_parking,has_storage,has_balcony,lat,lng,location_radius,image_count
Aa-Gf1-Y,https://divar.ir/v/Aa-Gf1-Y,فروش شهرک غرب _72 متر _2 خواب _ خطی آفتاب_کم واحد در تهران - 17 آذر 1404,"شهرک غرب.   دادمان  بدون مشابه 

72 متر.  2 خواب.  طبقه دوم 

ساختمان  کم واحد 

پارکینگ انباری آسانسور 

سالن پرده خور سرتاسر پنجره 

اتاق خواب‌ها نورگیر 

بهترین و دنج ترین فرعی مسکونی منطقه 

تک‌برگ سند آماده انتقال 

تخلیه کلید در اختیار 

بازدید= قرارداد 

مشاور شما آریا. 

املاک ملل",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,16000000000,‏16،000،000،000 تومان,‏222،222،000 تومان,72,1392,2,2,,,True,True,True,,,,,9
Qaykc3S_,https://divar.ir/v/Qaykc3S_,فروش 175مترسه نبش غرق نورتاپ لوکیشن شیک استثنایی در تهران - 17 آذر 1404,"تاپ لوکیشن با دسترسی عالی
✅175متر 
✅5طبقه 2 واحدی 
✅طبقه3
✅سالن بزرگ غرق نور
✅سه نبش سه جهت نور  مستقیم 
✅تراس بزرگ و قابل چیدمان کاربردی
✅سه تا اتاق خواب هاش کاملا نورگیر مستقیم 
✅پارکینگ 2تا انباری 
✅لابی لابی من سرایداری نگهبانی روف گاردن 
✅بازدید متوقف امکان ندارد بازدید کنید پسند نکنید
⭐ملک نوساز (3 ساله) لوکیشن توحیدها

دپارتمان بزرگ پرستیژ
حسنوند",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,49999998976,‏50،000،000،000 تومان,‏285،714،000 تومان,175,1401,3,3 از 5,,,True,True,True,,35.76641861353589,51.37477434395565,500,7
QatYioGU,https://divar.ir/v/QatYioGU,فروش 115متر 2خواب کم واحد در تهران - 17 آذر 1404,"❇️بهترین فرصت خرید

❇️تصاویر واقعی آپارتمان

❇️با قیمت عالی

❇️115متر2خواب 

❇️ طبقه بالا

❇️پلان مهندسی

❇️رو به آفتاب

❇️لابی شیک

❇️فرعی پرطرفدار دسترسی عالی

❇️گذر عریض 

❇️پایان جستجو

❇️تماس=توضیحات ویژه

❇️فروشنده 100٪ 

❇️آیین 

گروه املاک",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,22769999872,‏22،770،000،000 تومان,‏198،000،000 تومان,115,1395,2,4,,,True,True,True,,,,,10
Qa20YOpc,https://divar.ir/v/Qa20YOpc,فروش آپارتمان 150متری نوساز_تک واحدی_شهرک غرب در تهران - 17 آذر 1404,"به نام خدا
فایل شخصی
لوکیشن بینظیر شهرک غرب
5طبقه تک واحدی
نوساز
متریال وارداتی
پنجره های تمام قدی
سند آماده
خواب مستر
تراس
برای اطلاعات بیشتر تماس حاصل فرمایید
مشاور:شیرازی***********
ادرس املاک:علامه شمالی بین خیابان 18و20 املاک یوسفیان",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,49999998976,‏50،000،000،000 تومان,‏333،333،000 تومان,150,1403,3,5 از 5,,,True,True,True,,35.76055153856946,51.374520211192774,500,1
Qa2oI7S_,https://divar.ir/v/Qa2oI7S_,فروش 110 متر تکواحدی کلید نخورده در تهران - 17 آذر 1404,"شهرک غرب - دادمان 
110 متر 
تکواحدی 
2 خوابه 

طبقه 5 
پارکینگ 
انباری 
آسانسور
بالکن 

کلید نخورده 
غرق در نور 
تخلیه 
سند آماده محضر 



مشاور شما سلطانی 
املاک نوین سعادت آباد",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,30499999744,‏30،500،000،000 تومان,‏277،272،000 تومان,110,1402,2,5,,,True,True,True,,,,,2
QaOUfSFs,https://divar.ir/v/QaOUfSFs,فروش 350متر بنا در 2000 متر باغ،آبسرد دماوند قابل تهاتر در تهران - 17 آذر 1404,"- باغ ویلای زیبا در دماوند منطقه پزشکان آبسرد
- 2000 متر مربع مساحت
- بیش از 300 متر بنای دوبلکس مدرن 
-  4 اتاق خوابه با سه اتاق خواب مستر 
- فضای سبز بسیار عالی با طراحی مهندسی شده و سیستم آبیاری قطره ای
- دارای بیش از 150 درخت میوه اعم از گیلاس، سیب، آلو ، توت، هلو و … و گل وگیاه تزئینی
- دارای برق، آب سهمیه ای و تانکر آب ، مخزن گاز 2000 لیتری
-  استخر ،زمین چمن والیبال و بسکتبال، آبشار، حیاط مشجر و زیبا با نور پردازی و پروژکتورهای قوی در شب جهت برگزاری مراسم
-  تراس بزرگ و قابل چیدمان و امکانات مربوطه در آن
- دارای چشم انداز فوق العاده از یک طرف کوه و از طرف دیگر دشت سرسبز آبسرد با دید 270 درجه 
- قابلیت پارکینگ 8 اتومبیل در حیاط
-  فاصله از تهران تا درب ویلا فقط یک ساعت
- دسترسی از جاده اصلی دماوند تا درب ویلا فقط 3 دقیقه 
- دارای آلاچیق و محل باربیکیو 
- مجهز به سیستم ضد سرقت و مجهز به دوربین های متعدد مدار بسته حفاظتی 
- دارای سیستم صوتی و ویدئو پروژکتور
- سریداری بزرگ همراه با نگهبان
- دارای سند محضری و قطعی
- قیمت 32 میلیارد
قابل تهاتر با واحد مسکونی در شهرک غرب و سعادت آباد",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,32000000000,‏32،000،000،000 تومان,‏160،000،000 تومان,200,1397,4,2,,,,True,True,,,,,17
Qa1wqizh,https://divar.ir/v/Qa1wqizh,فروش پنت 523 متر تراس گاردن 180 متری در تهران - 16 آذر 1404,"پنت‌هاوس لوکس با ویو 360 درجه در برج ممتاز شهرک غرب
	•	متراژ مفید: 523 متر مربع
	•	تراس گاردن 180 متری با ویو اکواریم 360 درجه
	•	5 خواب مستر VIP + اتاق مهمان و سرایداری
	•	آشپزخانه فول فرنیش با متریال وارداتی و تجهیزات برندهای معتبر
	•	کافه بار و مطبخ مجهز
	•	امکانات برج: لابی مجلل، سالن اجتماعات، استخر، جکوزی، باشگاه ورزشی

برای بازدید و اطلاعات بیشتر تماس بگیرید.",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,470000009216,‏470،000،000،000 تومان,‏898،661،000 تومان,523,1398,+4,27,,,True,True,True,,35.76762387679287,51.379804986404054,500,1
Qa1QZmYu,https://divar.ir/v/Qa1QZmYu,فروش 118 متری_ دو جهت نور _ایران زمین شهرک غرب در تهران - 16 آذر 1404,"118 متر
دو خواب بزرگ و خوش‌ چیدمان
طبقه 4 از 4
ویو ابدی و دیدنی به برج میلاد
نورگیری دوطرفه – بسیار روشن و دلباز
حیاط مشجر
کم‌ واحد و آرام
نگهبانی 24 ساعته
سرمایه گذاری مطمئن  
________________________________
کارشناس رسمی املاک منطقه2: مرادی",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,23000000512,‏23،000،000،000 تومان,‏194،915،000 تومان,118,1375,2,4 از 4,,,True,True,True,,35.76511219390136,51.380933988357924,500,2
Qa1oY8Sv,https://divar.ir/v/Qa1oY8Sv,فروش 160متر3خوابه شهرک غرب فلامک تکواحدی در تهران - 16 آذر 1404,"بنام خداوند مهربان
سلام خدمت شما دوست عزیز

شهرک غرب فلامک 
آپارتمان 160متری، 3خوابه 
واحدی فول امکانات در طبقه 3 از 6، 
ساختمان شمالی، هر طبقه فقط 2 واحد.
نورگیر عالی، 
مشاعات مرتب، 
دسترسی راحت 

من سبحان شکیبا هستم افتخار دارم که تجربه خود را با مشاوره تخصصی در اختیار شما بگذارم؛

املاک پرستیژ",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,48499998720,‏48،500،000،000 تومان,‏303،125،000 تومان,160,1394,3,3 از 6,,,True,True,True,,,,,1
Qa1c43dc,https://divar.ir/v/Qa1c43dc,فروش 145متر3خواب_شهرک غرب توحیدها_دلباز و رویایی در تهران - 16 آذر 1404,"بنام خداوند مهربان
سلام خدمت شما دوست عزیز

شهرک غرب لوکیشن توحیدها

اگر دنبال یک خانه دلباز، آرام و با کیفیت هستید، این واحد فوق‌العاده عالی است:
145 متر
سالن پرده خور روبه نور مستقیم افتاب
3خواب استاندارد همراه کمددیواری
اشپزخانه با کابینت های فراوان
کف سنگ
تکواحدی (5طبقه)
	مشاعات تمیز و مرتب، مناسب خانواده‌های خوش‌سلیقه

	فروشنده: واقعی 100٪

این ملک با موقعیت بی‌نظیر در قلب توحیدها و دسترسی آسان به مسیرهای اصلی


من سبحان شکیبا هستم افتخار دارم که تجربه خود را با مشاوره تخصصی در اختیار شما بگذارم؛

املاک پرستیژ",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,24999999488,‏25،000،000،000 تومان,‏172،413،000 تومان,145,1384,3,4 از 5,,,True,True,True,,,,,1
Qa1c3Jgr,https://divar.ir/v/Qa1c3Jgr,فروش 150 متر_  3خواب _ 8واحدی‌ها _ فاز یک شهرک غرب در تهران - 16 آذر 1404,"150 متر  
3خواب 
طبقه سوم

پذیرایی بزرگ و نقشه مربع
خواب‌های بزرگ با کمد دیواری عمیق
فول بازسازی شده 5 سال پیش

تراس قابل چیدمان و بزرگ 
2 پارکینگ(سندی و مزاحم)
آسانسور استیل 5 نفره

20 متر انباری سندی 
ساختمان شمالی 
3 جهت نورگیر 

حیاط سر سبز و مشجر 
مشاعات ساختمان سنگ شده
درب ورودی و پارکینگ عوض شده

تاپ ترین لوکیشن شهرک غرب (فاز یک)
فرعی دنج و بن بست با جا پارک فروان 
دسترسی عالی به همه نقاط شهرک غرب 

کارشناس فروش منطقه : مهندس روستایی
مشاوره تخصصی و معرفی بهترین پلاک‌های شهرک",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,32999999488,‏33،000،000،000 تومان,‏220،000،000 تومان,150,1374,3,3 از 4,,,True,True,True,,,,,4
QayY6z_n,https://divar.ir/v/QayY6z_n,فروش اپارتمان 3خواب 161 متر فاز دوم هرمزان در تهران - 16 آذر 1404,"بنام خداوند بخشنده مهربان 

161 متر 3خواب طبقه چهارم 

واحد صفرتاصد لاکچری بازسازی شده 

خوش نقشه بدون کوچکترین پرتی 

نورگیر از سه طرف شمال جنوب وشرق 

مشاعات بازسازی شده 

سالن بزرگ پرده خور 

تراسی بزرگ قابل چیدمان 

انباری 50 متر یک سوییت بزرگ

2 پارکینگ به صورت باکس 

فروشنده واقعی 
سرمایه گذاری مطمئن 
به قیمت رسیده 

برای توضیحات بیشتر با شماره زیر تماس بگیرید 
مشاور وکارشناس تخصصی شما 
مهندس مهدی شریفی",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,32600000512,‏32،600،000،000 تومان,‏202،484،000 تومان,161,1380,3,4,,,True,True,True,,,,,11
Qa1wWa45,https://divar.ir/v/Qa1wWa45,فروش شهرک غرب 165 متر 3 خواب نوساز 2 پارکینگ(لابی شیک) در تهران - 16 آذر 1404,"❇️شهرک غرب (شمال دادمان)
❇️بهترین ملک منطقه
❇️سازنده بنام
❇️ساختمان جنوبی
❇️6 طبقه 2 واحدی
❇️آپارتمان 165 متر 3 خواب
❇️نوساز
❇️2 پارکینگ
❇️روف گاردن
❇️انباری بزرگ
❇️سالن اجتماعات
❇️سرایداری مقیم
❇️آماده بازدید 
.............................................................
این یکی از صدها فایل خرید ،فروش و رهن و اجاره ماست
جهت کسب اطلاعات بیشتر و یا معرفی مورد دیگر
☎️همین حالا تماس بگیرید 
☎️از 7 صبح تا 12 شب
☎️(حتی ایام تعطیل) 
☎️با افتخار پاسخگو میباشم
……………………………………………
تیم قدیمی تیم مسکونی (احسانی)",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,51000000512,‏51،000،000،000 تومان,‏309،090،000 تومان,165,1403,3,1 از 6,,,True,True,True,,,,,4
